Index,Structure,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,HBA,HBD,Rof5,LF Rank Score,LF dG,LF VSscore,LF LE,Unnamed: 15,Unnamed: 16
294,O=C(Nc1ccc2c(ncn2CC[NH+](C)C)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,431.5,32,3.3,89.3,4.2,6,8,3,0,-8.2890147537302,-12.4316301018338,-13.6944934648554,-0.23264183968929,,
376,O=C(Nc1ccc2c[nH]nc2c1)c3cc(n(n3)Cc4ccccc4)-c5cccc([N+]([O-])=O)c5,438.4,33,4.6,121.4,2.8,6,9,2,0,-15.1478911627613,-13.4944713520751,-11.8138884369881,-0.270861866029615,,
220,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)C)C(=O)Nc3ccc4c(nc[nH]4)c3,396.8,28,3.8,121.4,0.8,4,9,2,0,-13.7296358997894,-11.29155186517,-4.55853753946053,-0.15162340347367,,
350,O=C(Nc1cccc(NC(=O)C)c1)c2c(OCc3c(onc3C)C)non2,371.4,27,1.3,132.4,3.3,6,10,2,0,-12.8967036910334,-15.1062637264861,-1.36540974636371,-0.0923092024143743,,
646,O=C1c2ccc(OCC)cc2OC(=C1c3ccc(OC)c(OC)c3)C(=O)NCCC[NH+](C)C,455.5,33,3.2,87.5,6.9,10,8,2,0,-13.0023732709796,-11.6770912307777,-15.8883696071694,-0.285655612966169,,
338,O=C(Nc1ccc2cc[nH]c2c1)c3c(OCc4c(noc4C)C)non3,353.3,26,1.8,119.1,3,5,9,2,0,-9.55536795666255,-10.6999347348121,-1.03264562003306,-0.0876204421027172,,
82,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)C)C(=O)Nc3ccc4c[nH]nc4c3,396.8,28,3.8,121.4,0.8,4,9,2,0,-13.084373235045,-10.2612128846639,-4.765588878104,-0.157621700958874,,
792,O=C(NCCC[NH+](C)C)c1c2ccc3ccccc3n2c(n1)-c4cnccc4,374.5,28,3.2,63.7,4.3,6,6,2,0,-3.22004132216483,-3.00547476077761,-8.63219703248133,-0.230608259306724,,
134,O=C(Nc1ccc(OC)c(OC)c1)c2c(OCc3c(noc3C)C)non2,374.4,27,1.4,121.7,4,7,10,1,0,-12.1935579009716,-12.9217249860316,-1.43535622976287,-0.0817880620278079,,
556,O=C(Nc1ccc2c(nc([nH]2)CC)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,403.4,30,3.7,104.9,2.5,5,8,3,0,-10.5352002419873,-10.5725664200489,-9.78592998604797,-0.219205546239603,,
682,O=C1C(=NN(c2cccc(c2C)C)C(C)=C1)C(=O)Nc3cccc(N)c3,348.4,26,3.1,87.8,0.8,3,6,3,0,-3.78986438863628,-4.08011091635567,-4.74915672672745,-0.137667011559599,,
320,O=C(Nc1ccccc1C#N)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,374.4,28,3.1,89.2,1.5,4,7,1,0,-6.79289579186109,-5.91869629347989,-3.08571463636689,-0.136348746261608,,
106,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,431.5,32,4.3,94.1,2.5,5,8,2,0,-10.1647569295126,-11.1307668332231,-11.691655571405,-0.252562894824009,,
496,Clc1cccc(NC(=O)c2c(OCc3c(onc3C)C)non2)c1C,362.8,25,2.3,103.3,3,5,8,1,0,-8.77004370342534,-6.99637413744593,-0.853606944423143,-0.0930468267157374,,
258,O=C(Nc1cc(OC)c(OC)c(OC)c1)c2c(OCc3c(onc3C)C)non2,404.4,29,1.4,131,4.5,8,11,1,1,-18.3611020334226,-14.9563952129897,-4.29681769579731,-0.159084581298513,,
446,O=C(Nc1c(C)ccc(c1)C)c2c(OCc3c(noc3C)C)non2,342.4,25,2,103.3,3,5,8,1,0,-7.74318346790918,-6.77582983273497,0.402552813796357,-0.107593321173459,,
142,O=C(Nc1ccc2c(OCO2)c1)c3c(OCc4c(noc4C)C)non3,358.3,26,1.1,121.7,3,5,10,1,0,-10.6392852132364,-12.5651959541569,2.36936456951705,-0.0510716995850085,,
300,O=C(Nc1cccc(OC)c1)c2c(OCc3cnnn3Cc4ccccc4)non2,406.4,30,2,117.2,5.5,8,10,1,0,-13.3825812785546,-13.9112435255721,-6.00502455502891,-0.184801857210384,,
716,O=C(Nc1cccc(OCCC)c1)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,407.5,30,4,74.6,4,7,7,1,0,-8.27471000268166,-5.72002503434521,-9.43400134553027,-0.259271493004282,,
770,O=C(Nc1ccc2c[nH]nc2c1)c3cc(n(n3)-c4ccccc4)-c5cccc([N+]([O-])=O)c5,424.4,32,4.6,121.4,1,5,9,2,0,-15.0245037592057,-12.3628568198498,-9.53820999819838,-0.254601566994053,,
204,O=C(Nc1ccc2c(nc(n2C)CCc3ccccc3)c1)c4c5c([nH]n4)-c6cc(OC)c(OC)cc6C5,493.6,37,4.9,94.1,4.5,7,8,2,0,-13.2473799852907,-15.0141780363376,-18.7709617758568,-0.309141571325533,,
274,O=C(NCCC[NH+](C)C)c1c2ccccn2c(n1)-c3c(C)cc(OC)c(c3)C,381.5,28,3.3,60.1,4.8,7,6,2,0,-4.03818473100319,-2.61837646144188,-9.63610204280247,-0.241189692249786,,
334,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3cc([nH]n3)-c4c(nn(c4C)C)C,391.5,29,3.7,93.4,1.6,4,8,2,0,-8.67715958939792,-8.72714851632986,-6.65223251496193,-0.206526313691004,,
114,O=C(Nc1ccc2c(nc[nH]2)c1)c3c(OCc4c(noc4C)C)non3,354.3,26,1.2,132,3,5,10,2,0,-12.0137976094395,-13.8798064711437,0.141927521792161,-0.0473401047221837,,
360,O=C(Nc1ccc2c(ncn2CC[NH+](C)C)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,447.5,33,3.2,98.5,4.5,7,9,3,0,-11.2059826103704,-14.8705487195276,-14.2258492660462,-0.235682433433204,,
386,Clc1c(n(nc1C(=O)Nc2ccc3c[nH]nc3c2)-c4ccc([N+]([O-])=O)cc4)C,396.8,28,3.9,121.4,1,4,9,2,0,-13.356950597227,-10.6908791091254,-4.95370073243044,-0.177226796778707,,
552,O=C(Nc1ccncc1[N+]([O-])=O)C=2C(=O)C=C(N(N2)c3cc(cc(c3)C)C)C,379.4,28,2.8,120.5,1,4,9,1,0,-11.9342614934207,-10.5471045315517,-0.772868706800429,-0.112150044355562,,
388,Clc1c(nn(c1CC)-c2ccc([N+]([O-])=O)cc2)C(=O)Nc3ccc4c[nH]nc4c3,410.8,29,4.2,121.4,2,5,9,2,0,-13.9389751660376,-11.091549545323,-7.81665329412657,-0.219707609021506,,
340,O=C(NCCC[NH+](C)C)c1c2ccccn2c(n1)Cc3ccc(OC)c(OC)c3,397.5,29,2.6,69.3,7.3,9,7,2,0,-6.13639055031092,-6.93352063332539,-11.4146888583614,-0.236760297312071,,
780,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4cc([nH]n4)-c5c(nn(c5C)CC)C,467.6,35,5.1,93.4,4.6,7,8,2,1,-13.5976165092962,-10.3868522084621,-17.9267759199353,-0.3912079708228,,
484,O=C(Nc1ccccc1C(OCCOCC)=O)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3,451.5,33,3.4,111.8,5.8,9,9,2,0,-15.3862638682775,-14.3481021406054,-13.9225139124758,-0.266160631158056,,
238,O=C(Nc1ccccc1C(OCCOCC)=O)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,465.5,34,3.5,100.9,5.8,9,9,1,0,-15.4682697379708,-13.8224641079568,-12.4825021686885,-0.26346096811664,,
120,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4c5c([nH]n4)-c6ccc(OC)cc6CC5,477.6,36,5.3,84.8,4.2,6,7,2,1,-11.4053298788119,-9.88755372869855,-18.7942029549627,-0.363395394374403,,
774,Clc1cc(N2C(=CC(=O)C(=N2)C(=O)Nc3ccncc3[N+]([O-])=O)C)ccc1C,399.8,28,3.2,120.5,1,4,9,1,0,-13.7114377895612,-11.481563586414,-2.1003347725482,-0.0873370424700428,,
560,O=C(Nc1ccc2c(nc([nH]2)C(C)C)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,417.5,31,4.3,104.9,2.5,5,8,3,0,-10.5310677519108,-10.7949971490662,-11.3099019288922,-0.254596105080933,,
494,O=C(Nc1cccc(c1C)C)c2c(OCc3c(noc3C)C)non2,342.4,25,2,103.3,3,5,8,1,0,-7.68364316632707,-6.99535823352946,0.608537721692412,-0.0882956085966976,,
42,O=C(Nc1cccc(OC)c1)c2c(OCc3c(onc3C)C)non2,344.3,25,1.4,112.5,3.5,6,9,1,0,-10.1431817911578,-9.07042524172883,1.263561661055,-0.0717829943670882,,
226,O=C(Nc1ccccc1C(OCC)=O)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,421.5,31,3.4,91.7,2.8,6,8,1,0,-10.4191585536921,-9.78994390296373,-7.86577921239872,-0.212627815267429,,
592,O=C1C(=NN(c2ccccc2OC)C(C)=C1)C(=O)Nc3ccncc3[N+]([O-])=O,381.3,28,2.2,129.7,1.5,5,10,1,0,-13.3344973548199,-12.9520894120827,-1.0129314876706,-0.0945870590935667,,
36,O=C(Nc1ccncc1)c2cc([nH]n2)-c3c(n(nc3C)C)C,296.3,22,2.1,88.5,0.6,3,7,2,0,-2.26757969678636,-2.18162435243654,3.31210178411165,-0.110259635732935,,
178,O=C(Nc1ccc2c(nc(n2C)CCc3ccccc3)c1)c4c5c([nH]n4)-c6cccc(OC)c6CC5,477.6,36,5.1,84.8,4.2,6,7,2,1,-12.0848931717449,-10.1199166305026,-19.7166729525309,-0.363251677710393,,
362,Clc1c(nn(c1CC)-c2ccc([N+]([O-])=O)cc2)C(=O)NCc3cnccc3,385.8,27,3.3,105.6,3.8,6,8,1,0,-11.5763830258663,-7.53216641349729,-4.73870782470592,-0.184274962832142,,
420,O=C(Nc1ccccc1C(OC)=O)c2c3ccccn3c(n2)C(=O)NCc4cnccc4,429.4,32,2.7,114.7,3,6,9,2,0,-12.8852143093482,-14.9360357319984,-9.11138634307033,-0.155506424492561,,
468,O=C(Nc1ccc2c(nc([nH]2)CC)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,387.4,29,3.9,95.7,2.2,4,7,3,0,-7.87273149948882,-7.70873572265552,-9.05937833042921,-0.218614928231433,,
322,O=C(Nc1ccc2c(ncn2CC[NH+](C)C)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,431.5,32,3.3,89.3,4.2,6,8,3,0,-8.22520360553012,-12.0471996772125,-13.8928164243098,-0.221934905925061,,
168,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4c5c([nH]n4)-c6cc(OC)c(OC)cc6C5,493.6,37,5.2,94.1,4.5,7,8,2,1,-14.4134597542482,-12.7454958345351,-20.5816967049804,-0.397551622647768,,
736,O=C(Nc1ccccc1C(OCCOCC)=O)c2c[nH]nc2-c3cc(c(cc3C)C)C,421.5,31,4.4,93.3,4.8,8,7,2,0,-11.6261053368014,-6.96524607749659,-12.5300316815003,-0.310578330552512,,
616,O=C(NCCC[NH+](C)C)c1c2ccccn2c(n1)CCc3cccc(OC)c3,381.5,28,2.8,60.1,7.8,9,6,2,0,-3.791999885142,-3.25839318684809,-11.7528084176635,-0.261909309599259,,
474,O=C(Nc1ccccc1C(OC)=O)c2nc(c3ccccn23)C(=O)NCc4cnccc4,429.4,32,2.7,114.7,3,6,9,2,0,-13.0547677585545,-15.8115617965726,-8.72516471240859,-0.171561979470895,,
